Gene model,E-value
SymbC1.scaffold295.22,NA
SymbC1.scaffold2952.7,NA
SymbC1.scaffold2953.3,NA
SymbC1.scaffold29564.1,NA
SymbC1.scaffold2957.1,NA
SymbC1.scaffold2957.5,NA
SymbC1.scaffold2959.2,NA
SymbC1.scaffold2960.3,NA
SymbC1.scaffold2960.5,NA
SymbC1.scaffold2962.1,NA
SymbC1.scaffold2963.2,NA
SymbC1.scaffold2964.1,NA
SymbC1.scaffold2967.3,NA
SymbC1.scaffold297.4,NA
SymbC1.scaffold297.8,NA
SymbC1.scaffold297.9,NA
SymbC1.scaffold2971.2,NA
SymbC1.scaffold2972.1,NA
SymbC1.scaffold29732.1,NA
SymbC1.scaffold2978.6,NA
SymbC1.scaffold2987.1,NA
SymbC1.scaffold2988.2,NA
SymbC1.scaffold2996.5,NA
SymbC1.scaffold2997.2,NA
SymbC1.scaffold3000.2,NA
SymbC1.scaffold3001.2,NA
SymbC1.scaffold30018.1,NA
SymbC1.scaffold3008.3,NA
SymbC1.scaffold30088.1,NA
SymbC1.scaffold301.15,NA
SymbC1.scaffold301.18,NA
SymbC1.scaffold301.8,NA
SymbC1.scaffold301.9,NA
SymbC1.scaffold3010.1,NA
SymbC1.scaffold3010.4,NA
SymbC1.scaffold3013.3,NA
SymbC1.scaffold3015.4,NA
SymbC1.scaffold3015.5,NA
SymbC1.scaffold3018.5,NA
SymbC1.scaffold30180.1,NA
SymbC1.scaffold3019.1,NA
SymbC1.scaffold30197.1,NA
SymbC1.scaffold3020.3,NA
SymbC1.scaffold3025.3,NA
SymbC1.scaffold30262.1,NA
SymbC1.scaffold3028.2,NA
SymbC1.scaffold3028.5,NA
SymbC1.scaffold303.11,NA
SymbC1.scaffold303.15,NA
SymbC1.scaffold30320.2,NA
SymbC1.scaffold3034.2,NA
SymbC1.scaffold3038.6,NA
SymbC1.scaffold3039.4,NA
SymbC1.scaffold3040.6,NA
SymbC1.scaffold3045.2,NA
SymbC1.scaffold305.14,NA
SymbC1.scaffold305.9,NA
SymbC1.scaffold3051.2,NA
SymbC1.scaffold30517.1,NA
SymbC1.scaffold30623.1,NA
SymbC1.scaffold3064.2,NA
SymbC1.scaffold3066.4,NA
SymbC1.scaffold307.1,NA
SymbC1.scaffold3072.4,NA
SymbC1.scaffold3073.3,NA
SymbC1.scaffold3076.1,NA
SymbC1.scaffold3078.4,NA
SymbC1.scaffold30780.1,NA
SymbC1.scaffold3080.1,NA
SymbC1.scaffold3080.7,NA
SymbC1.scaffold3084.5,NA
SymbC1.scaffold309.8,NA
SymbC1.scaffold3092.2,NA
SymbC1.scaffold3093.4,NA
SymbC1.scaffold30939.1,NA
SymbC1.scaffold310.14,NA
SymbC1.scaffold3103.7,NA
SymbC1.scaffold3106.1,NA
SymbC1.scaffold3107.4,NA
SymbC1.scaffold3111.3,NA
SymbC1.scaffold3112.5,NA
SymbC1.scaffold3112.7,NA
SymbC1.scaffold3114.2,NA
SymbC1.scaffold3114.9,NA
SymbC1.scaffold3115.5,NA
SymbC1.scaffold3115.6,NA
SymbC1.scaffold3118.5,NA
SymbC1.scaffold3119.3,NA
SymbC1.scaffold3119.5,NA
SymbC1.scaffold312.1,NA
SymbC1.scaffold3120.4,NA
SymbC1.scaffold3124.7,NA
SymbC1.scaffold31277.1,NA
SymbC1.scaffold3131.1,NA
SymbC1.scaffold3137.5,NA
SymbC1.scaffold314.3,NA
SymbC1.scaffold314.4,NA
SymbC1.scaffold3143.4,NA
SymbC1.scaffold3143.5,NA
SymbC1.scaffold3145.5,NA
SymbC1.scaffold3145.6,NA
SymbC1.scaffold3146.7,NA
SymbC1.scaffold3148.2,NA
SymbC1.scaffold3150.5,NA
SymbC1.scaffold3152.1,NA
SymbC1.scaffold3154.2,NA
SymbC1.scaffold3157.3,NA
SymbC1.scaffold3159.3,NA
SymbC1.scaffold3159.4,NA
SymbC1.scaffold316.12,NA
SymbC1.scaffold3160.1,NA
SymbC1.scaffold3161.3,NA
SymbC1.scaffold31612.1,NA
SymbC1.scaffold31654.1,NA
SymbC1.scaffold3167.6,NA
SymbC1.scaffold3172.2,NA
SymbC1.scaffold3179.4,NA
SymbC1.scaffold318.6,NA
SymbC1.scaffold318.7,NA
SymbC1.scaffold318.8,NA
SymbC1.scaffold3184.5,NA
SymbC1.scaffold3185.6,NA
SymbC1.scaffold3187.3,NA
SymbC1.scaffold3187.4,NA
SymbC1.scaffold3193.5,NA
SymbC1.scaffold3196.5,NA
SymbC1.scaffold3199.2,NA
SymbC1.scaffold31998.1,NA
SymbC1.scaffold320.4,NA
SymbC1.scaffold3201.2,NA
SymbC1.scaffold3201.3,NA
SymbC1.scaffold3202.1,NA
SymbC1.scaffold3203.1,NA
SymbC1.scaffold3204.5,NA
SymbC1.scaffold32088.1,NA
SymbC1.scaffold321.2,NA
SymbC1.scaffold32119.1,NA
SymbC1.scaffold3212.1,NA
SymbC1.scaffold3216.6,NA
SymbC1.scaffold3219.3,NA
SymbC1.scaffold3223.2,NA
SymbC1.scaffold3224.2,NA
SymbC1.scaffold3226.3,NA
SymbC1.scaffold3227.4,NA
SymbC1.scaffold3227.5,NA
SymbC1.scaffold3227.6,NA
SymbC1.scaffold3229.3,NA
SymbC1.scaffold323.6,NA
SymbC1.scaffold3233.2,NA
SymbC1.scaffold3233.4,NA
SymbC1.scaffold3233.9,NA
SymbC1.scaffold3235.1,NA
SymbC1.scaffold324.11,NA
SymbC1.scaffold324.7,NA
SymbC1.scaffold3243.1,NA
SymbC1.scaffold3243.2,NA
SymbC1.scaffold3244.2,NA
SymbC1.scaffold3245.3,NA
SymbC1.scaffold3247.3,NA
SymbC1.scaffold3250.3,NA
SymbC1.scaffold3252.2,NA
SymbC1.scaffold3252.3,NA
SymbC1.scaffold3252.5,NA
SymbC1.scaffold3258.6,NA
SymbC1.scaffold326.4,NA
SymbC1.scaffold3262.3,NA
SymbC1.scaffold3265.2,NA
SymbC1.scaffold3267.3,NA
SymbC1.scaffold3268.1,NA
SymbC1.scaffold3268.2,NA
SymbC1.scaffold3268.9,NA
SymbC1.scaffold327.3,NA
SymbC1.scaffold3270.3,NA
SymbC1.scaffold3273.1,NA
SymbC1.scaffold3275.1,NA
SymbC1.scaffold3276.1,NA
SymbC1.scaffold3276.5,NA
SymbC1.scaffold3277.1,NA
SymbC1.scaffold3278.1,NA
SymbC1.scaffold3278.5,NA
SymbC1.scaffold328.15,NA
SymbC1.scaffold328.17,NA
SymbC1.scaffold328.6,NA
SymbC1.scaffold32833.1,NA
SymbC1.scaffold3288.3,NA
SymbC1.scaffold3288.5,NA
SymbC1.scaffold3290.1,NA
SymbC1.scaffold32948.1,NA
SymbC1.scaffold3298.1,NA
SymbC1.scaffold3298.3,NA
SymbC1.scaffold32999.1,NA
SymbC1.scaffold33.12,NA
SymbC1.scaffold33.24,NA
SymbC1.scaffold33.4,NA
SymbC1.scaffold33.5,NA
SymbC1.scaffold330.6,NA
SymbC1.scaffold3300.2,NA
SymbC1.scaffold3300.6,NA
SymbC1.scaffold3303.1,NA
SymbC1.scaffold3303.2,NA
SymbC1.scaffold3306.3,NA
SymbC1.scaffold3306.7,NA
SymbC1.scaffold3309.3,NA
SymbC1.scaffold331.3,NA
SymbC1.scaffold3317.1,NA
SymbC1.scaffold3320.1,NA
SymbC1.scaffold3320.2,NA
SymbC1.scaffold333.5,NA
SymbC1.scaffold3331.3,NA
SymbC1.scaffold3334.3,NA
SymbC1.scaffold3334.5,NA
SymbC1.scaffold3335.2,NA
SymbC1.scaffold3336.1,NA
SymbC1.scaffold3340.3,NA
SymbC1.scaffold3341.3,NA
SymbC1.scaffold33427.1,NA
SymbC1.scaffold3343.2,NA
SymbC1.scaffold33489.1,NA
SymbC1.scaffold335.4,NA
SymbC1.scaffold3353.1,NA
SymbC1.scaffold3353.6,NA
SymbC1.scaffold3358.4,NA
SymbC1.scaffold336.2,NA
SymbC1.scaffold3361.3,NA
SymbC1.scaffold33626.1,NA
SymbC1.scaffold33639.1,NA
SymbC1.scaffold3371.7,NA
SymbC1.scaffold3373.2,NA
SymbC1.scaffold33792.1,NA
SymbC1.scaffold338.1,NA
SymbC1.scaffold3384.1,NA
SymbC1.scaffold339.10,NA
SymbC1.scaffold339.12,NA
SymbC1.scaffold3391.5,NA
SymbC1.scaffold33947.1,NA
SymbC1.scaffold3395.1,NA
SymbC1.scaffold3396.8,NA
SymbC1.scaffold3397.2,NA
SymbC1.scaffold3397.4,NA
SymbC1.scaffold33982.1,NA
SymbC1.scaffold3399.1,NA
SymbC1.scaffold3402.2,NA
SymbC1.scaffold3406.1,NA
SymbC1.scaffold3407.5,NA
SymbC1.scaffold3407.7,NA
SymbC1.scaffold3410.4,NA
SymbC1.scaffold3411.1,NA
SymbC1.scaffold3415.4,NA
SymbC1.scaffold3416.1,NA
SymbC1.scaffold3416.2,NA
SymbC1.scaffold3416.3,NA
SymbC1.scaffold3416.4,NA
SymbC1.scaffold3420.3,NA
SymbC1.scaffold3421.2,NA
SymbC1.scaffold34281.1,NA
SymbC1.scaffold343.12,NA
SymbC1.scaffold343.3,NA
SymbC1.scaffold3430.6,NA
SymbC1.scaffold3431.2,NA
SymbC1.scaffold3432.2,NA
SymbC1.scaffold3433.1,NA
SymbC1.scaffold3433.2,NA
SymbC1.scaffold3434.1,NA
SymbC1.scaffold3436.2,NA
SymbC1.scaffold3437.2,NA
SymbC1.scaffold3438.1,NA
SymbC1.scaffold3439.2,NA
SymbC1.scaffold345.3,NA
SymbC1.scaffold3450.1,NA
SymbC1.scaffold34507.1,NA
SymbC1.scaffold3456.3,NA
SymbC1.scaffold3457.3,NA
SymbC1.scaffold3460.1,NA
SymbC1.scaffold3460.8,NA
SymbC1.scaffold3460.9,NA
SymbC1.scaffold3463.1,NA
SymbC1.scaffold3463.4,NA
SymbC1.scaffold3465.1,NA
SymbC1.scaffold3465.2,NA
SymbC1.scaffold3466.3,NA
SymbC1.scaffold3468.8,NA
SymbC1.scaffold3468.9,NA
SymbC1.scaffold3469.4,NA
SymbC1.scaffold347.3,NA
SymbC1.scaffold3471.3,NA
SymbC1.scaffold3472.5,NA
SymbC1.scaffold3475.1,NA
SymbC1.scaffold348.3,NA
SymbC1.scaffold3481.2,NA
SymbC1.scaffold3481.3,NA
SymbC1.scaffold3481.4,NA
SymbC1.scaffold3482.5,NA
SymbC1.scaffold3482.7,NA
SymbC1.scaffold3482.8,NA
SymbC1.scaffold3486.1,NA
SymbC1.scaffold3486.3,NA
SymbC1.scaffold3491.1,NA
SymbC1.scaffold3491.2,NA
SymbC1.scaffold3498.1,NA
SymbC1.scaffold350.1,NA
SymbC1.scaffold3507.1,NA
SymbC1.scaffold351.1,NA
SymbC1.scaffold351.10,NA
SymbC1.scaffold3515.2,NA
SymbC1.scaffold3517.4,NA
SymbC1.scaffold3519.2,NA
SymbC1.scaffold3520.3,NA
SymbC1.scaffold3521.5,NA
SymbC1.scaffold3521.6,NA
SymbC1.scaffold3522.2,NA
SymbC1.scaffold3526.1,NA
SymbC1.scaffold3532.4,NA
SymbC1.scaffold3532.5,NA
SymbC1.scaffold3532.6,NA
SymbC1.scaffold3535.2,NA
SymbC1.scaffold3536.1,NA
SymbC1.scaffold3541.3,NA
SymbC1.scaffold3543.2,NA
SymbC1.scaffold3551.4,NA
SymbC1.scaffold3557.4,NA
SymbC1.scaffold3558.5,NA
SymbC1.scaffold356.6,NA
SymbC1.scaffold356.7,NA
SymbC1.scaffold3566.4,NA
SymbC1.scaffold3567.1,NA
SymbC1.scaffold3568.1,NA
SymbC1.scaffold3569.1,NA
SymbC1.scaffold3569.6,NA
SymbC1.scaffold357.9,NA
SymbC1.scaffold3572.2,NA
SymbC1.scaffold3574.2,NA
SymbC1.scaffold358.4,NA
SymbC1.scaffold3586.1,NA
SymbC1.scaffold3586.5,NA
SymbC1.scaffold35876.1,NA
SymbC1.scaffold3588.2,NA
SymbC1.scaffold3589.5,NA
SymbC1.scaffold3590.1,NA
SymbC1.scaffold3590.2,NA
SymbC1.scaffold3591.1,NA
SymbC1.scaffold3592.2,NA
SymbC1.scaffold3594.1,NA
SymbC1.scaffold3595.1,NA
SymbC1.scaffold3595.4,NA
SymbC1.scaffold3595.5,NA
SymbC1.scaffold3596.1,NA
SymbC1.scaffold3596.2,NA
SymbC1.scaffold360.6,NA
SymbC1.scaffold3602.1,NA
SymbC1.scaffold3603.1,NA
SymbC1.scaffold3608.4,NA
SymbC1.scaffold361.1,NA
SymbC1.scaffold361.2,NA
SymbC1.scaffold361.5,NA
SymbC1.scaffold3610.1,NA
SymbC1.scaffold36106.1,NA
SymbC1.scaffold3612.8,NA
SymbC1.scaffold3613.1,NA
SymbC1.scaffold3613.2,NA
SymbC1.scaffold3613.6,NA
SymbC1.scaffold3614.5,NA
SymbC1.scaffold3628.2,NA
SymbC1.scaffold3631.1,NA
SymbC1.scaffold3636.2,NA
SymbC1.scaffold3636.4,NA
SymbC1.scaffold3639.6,NA
SymbC1.scaffold364.1,NA
SymbC1.scaffold3640.3,NA
SymbC1.scaffold36461.1,NA
SymbC1.scaffold3650.1,NA
SymbC1.scaffold3651.4,NA
SymbC1.scaffold3652.1,NA
SymbC1.scaffold3653.2,NA
SymbC1.scaffold3653.5,NA
SymbC1.scaffold3655.1,NA
SymbC1.scaffold3656.1,NA
SymbC1.scaffold3657.1,NA
SymbC1.scaffold3657.3,NA
SymbC1.scaffold366.9,NA
SymbC1.scaffold3662.1,NA
SymbC1.scaffold3664.3,NA
SymbC1.scaffold3665.1,NA
SymbC1.scaffold3665.2,NA
SymbC1.scaffold3665.3,NA
SymbC1.scaffold3665.4,NA
SymbC1.scaffold3667.2,NA
SymbC1.scaffold3669.3,NA
SymbC1.scaffold367.2,NA
SymbC1.scaffold3674.1,NA
SymbC1.scaffold3674.3,NA
SymbC1.scaffold3676.1,NA
SymbC1.scaffold3676.3,NA
SymbC1.scaffold3677.4,NA
SymbC1.scaffold36774.1,NA
SymbC1.scaffold3679.3,NA
SymbC1.scaffold3679.6,NA
SymbC1.scaffold3679.8,NA
SymbC1.scaffold36844.1,NA
SymbC1.scaffold3685.1,NA
SymbC1.scaffold3685.5,NA
SymbC1.scaffold3686.1,NA
SymbC1.scaffold3686.2,NA
SymbC1.scaffold3686.5,NA
SymbC1.scaffold3688.3,NA
SymbC1.scaffold3688.8,NA
SymbC1.scaffold3689.2,NA
SymbC1.scaffold3690.2,NA
SymbC1.scaffold3695.1,NA
SymbC1.scaffold3695.3,NA
SymbC1.scaffold3697.1,NA
SymbC1.scaffold36978.1,NA
SymbC1.scaffold37.18,NA
SymbC1.scaffold37.19,NA
SymbC1.scaffold370.6,NA
SymbC1.scaffold3705.8,NA
SymbC1.scaffold3706.3,NA
SymbC1.scaffold3711.1,NA
SymbC1.scaffold3712.1,NA
SymbC1.scaffold372.1,NA
SymbC1.scaffold3728.1,NA
SymbC1.scaffold3735.2,NA
SymbC1.scaffold37359.1,NA
SymbC1.scaffold3738.1,NA
SymbC1.scaffold374.4,NA
SymbC1.scaffold374.7,NA
SymbC1.scaffold37408.1,NA
SymbC1.scaffold3748.1,NA
SymbC1.scaffold3749.1,NA
SymbC1.scaffold375.8,NA
SymbC1.scaffold3755.6,NA
SymbC1.scaffold3756.5,NA
SymbC1.scaffold3762.1,NA
SymbC1.scaffold3763.1,NA
SymbC1.scaffold3764.2,NA
SymbC1.scaffold3768.5,NA
SymbC1.scaffold3769.5,NA
SymbC1.scaffold3770.3,NA
SymbC1.scaffold3772.2,NA
SymbC1.scaffold3774.2,NA
SymbC1.scaffold3775.1,NA
SymbC1.scaffold3781.5,NA
SymbC1.scaffold3784.1,NA
SymbC1.scaffold3788.1,NA
SymbC1.scaffold37887.1,NA
SymbC1.scaffold3789.3,NA
SymbC1.scaffold379.10,NA
SymbC1.scaffold379.12,NA
SymbC1.scaffold379.2,NA
SymbC1.scaffold379.9,NA
SymbC1.scaffold3791.5,NA
SymbC1.scaffold3792.1,NA
SymbC1.scaffold3793.1,NA
SymbC1.scaffold3794.1,NA
SymbC1.scaffold3795.3,NA
SymbC1.scaffold37969.1,NA
SymbC1.scaffold3798.3,NA
SymbC1.scaffold38.4,NA
SymbC1.scaffold380.8,NA
SymbC1.scaffold3800.1,NA
SymbC1.scaffold3805.3,NA
SymbC1.scaffold3805.4,NA
SymbC1.scaffold3809.5,NA
SymbC1.scaffold38093.1,NA
SymbC1.scaffold381.2,NA
SymbC1.scaffold381.8,NA
SymbC1.scaffold3811.2,NA
SymbC1.scaffold3813.2,NA
SymbC1.scaffold3813.4,NA
SymbC1.scaffold3814.5,NA
SymbC1.scaffold3815.1,NA
SymbC1.scaffold38178.1,NA
SymbC1.scaffold3819.1,NA
SymbC1.scaffold3825.1,NA
SymbC1.scaffold3825.4,NA
SymbC1.scaffold3827.2,NA
SymbC1.scaffold3828.1,NA
SymbC1.scaffold383.4,NA
SymbC1.scaffold3830.2,NA
SymbC1.scaffold3833.1,NA
SymbC1.scaffold3837.2,NA
SymbC1.scaffold38370.1,NA
SymbC1.scaffold384.11,NA
SymbC1.scaffold385.3,NA
SymbC1.scaffold3850.7,NA
SymbC1.scaffold3851.4,NA
SymbC1.scaffold38547.1,NA
SymbC1.scaffold38558.1,NA
SymbC1.scaffold3857.2,NA
SymbC1.scaffold38578.1,NA
SymbC1.scaffold3863.2,NA
SymbC1.scaffold38632.1,NA
SymbC1.scaffold3864.8,NA
SymbC1.scaffold3865.2,NA
SymbC1.scaffold3867.5,NA
SymbC1.scaffold3867.6,NA
SymbC1.scaffold3868.3,NA
SymbC1.scaffold3870.2,NA
SymbC1.scaffold38719.1,NA
SymbC1.scaffold3874.3,NA
SymbC1.scaffold3874.4,NA
SymbC1.scaffold3874.5,NA
SymbC1.scaffold3876.1,NA
SymbC1.scaffold3877.2,NA
SymbC1.scaffold3878.4,NA
SymbC1.scaffold388.4,NA
SymbC1.scaffold3881.11,NA
SymbC1.scaffold3881.9,NA
SymbC1.scaffold3882.5,NA
SymbC1.scaffold3886.9,NA
SymbC1.scaffold389.5,NA
SymbC1.scaffold3892.2,NA
SymbC1.scaffold3894.1,NA
SymbC1.scaffold3894.7,NA
SymbC1.scaffold3896.5,NA
SymbC1.scaffold3898.4,NA
SymbC1.scaffold39.199,NA
SymbC1.scaffold39.36,NA
SymbC1.scaffold390.8,NA
SymbC1.scaffold3904.1,NA
SymbC1.scaffold3908.2,NA
SymbC1.scaffold3911.1,NA
SymbC1.scaffold3915.1,NA
SymbC1.scaffold3916.2,NA
SymbC1.scaffold3916.3,NA
SymbC1.scaffold3918.4,NA
SymbC1.scaffold3920.3,NA
SymbC1.scaffold3921.1,NA
SymbC1.scaffold3925.1,NA
SymbC1.scaffold3927.1,NA
SymbC1.scaffold3928.1,NA
SymbC1.scaffold3929.2,NA
SymbC1.scaffold3929.3,NA
SymbC1.scaffold39309.1,NA
SymbC1.scaffold3931.4,NA
SymbC1.scaffold3935.4,NA
SymbC1.scaffold3935.5,NA
SymbC1.scaffold3937.2,NA
SymbC1.scaffold3938.1,NA
SymbC1.scaffold3938.2,NA
SymbC1.scaffold3940.5,NA
SymbC1.scaffold3942.2,NA
SymbC1.scaffold39431.1,NA
SymbC1.scaffold3944.4,NA
SymbC1.scaffold395.2,NA
SymbC1.scaffold395.4,NA
SymbC1.scaffold3950.7,NA
SymbC1.scaffold3951.1,NA
SymbC1.scaffold3953.8,NA
SymbC1.scaffold3956.1,NA
SymbC1.scaffold3957.1,NA
SymbC1.scaffold396.3,NA
SymbC1.scaffold3965.5,NA
SymbC1.scaffold397.7,NA
SymbC1.scaffold3975.3,NA
SymbC1.scaffold3980.1,NA
SymbC1.scaffold3980.3,NA
SymbC1.scaffold3982.1,NA
SymbC1.scaffold3983.5,NA
SymbC1.scaffold3984.2,NA
SymbC1.scaffold399.7,NA
SymbC1.scaffold3991.3,NA
SymbC1.scaffold3996.2,NA
SymbC1.scaffold3997.1,NA
SymbC1.scaffold3999.3,NA
SymbC1.scaffold4.837,NA
SymbC1.scaffold40.2,NA
SymbC1.scaffold4006.3,NA
SymbC1.scaffold4007.2,NA
SymbC1.scaffold401.3,NA
SymbC1.scaffold401.6,NA
SymbC1.scaffold4010.2,NA
SymbC1.scaffold4013.3,NA
SymbC1.scaffold40159.1,NA
SymbC1.scaffold40240.1,NA
SymbC1.scaffold4027.5,NA
SymbC1.scaffold4028.5,NA
SymbC1.scaffold4032.2,NA
SymbC1.scaffold4032.6,NA
SymbC1.scaffold4037.2,NA
SymbC1.scaffold4037.3,NA
SymbC1.scaffold4039.2,NA
SymbC1.scaffold404.2,NA
SymbC1.scaffold404.5,NA
SymbC1.scaffold404.8,NA
SymbC1.scaffold4040.1,NA
SymbC1.scaffold4041.1,NA
SymbC1.scaffold4043.1,NA
SymbC1.scaffold4045.2,NA
SymbC1.scaffold40460.1,NA
SymbC1.scaffold405.5,NA
SymbC1.scaffold4052.2,NA
SymbC1.scaffold4056.2,NA
SymbC1.scaffold4058.3,NA
SymbC1.scaffold4063.3,NA
SymbC1.scaffold4066.3,NA
SymbC1.scaffold4071.3,NA
SymbC1.scaffold40774.1,NA
SymbC1.scaffold4079.1,NA
SymbC1.scaffold4085.5,NA
SymbC1.scaffold4087.3,NA
SymbC1.scaffold4087.4,NA
SymbC1.scaffold4088.2,NA
SymbC1.scaffold4088.7,NA
SymbC1.scaffold4089.2,NA
SymbC1.scaffold409.9,NA
SymbC1.scaffold4093.12,NA
SymbC1.scaffold4093.26,NA
SymbC1.scaffold4097.2,NA
SymbC1.scaffold41.13,NA
SymbC1.scaffold41.2,NA
SymbC1.scaffold410.1,NA
SymbC1.scaffold4103.1,NA
SymbC1.scaffold4107.1,NA
SymbC1.scaffold4108.1,NA
SymbC1.scaffold411.2,NA
SymbC1.scaffold4114.3,NA
SymbC1.scaffold41148.1,NA
SymbC1.scaffold4116.2,NA
SymbC1.scaffold4118.3,NA
SymbC1.scaffold412.7,NA
SymbC1.scaffold4127.8,NA
SymbC1.scaffold4128.2,NA
SymbC1.scaffold413.2,NA
SymbC1.scaffold4132.1,NA
SymbC1.scaffold4132.2,NA
SymbC1.scaffold4134.3,NA
SymbC1.scaffold4138.1,NA
SymbC1.scaffold4139.5,NA
SymbC1.scaffold414.9,NA
SymbC1.scaffold4140.7,NA
SymbC1.scaffold4142.2,NA
SymbC1.scaffold4145.4,NA
SymbC1.scaffold4146.2,NA
SymbC1.scaffold4146.7,NA
SymbC1.scaffold4148.2,NA
SymbC1.scaffold4148.6,NA
SymbC1.scaffold4149.3,NA
SymbC1.scaffold4150.4,NA
SymbC1.scaffold4152.1,NA
SymbC1.scaffold4155.1,NA
SymbC1.scaffold4155.5,NA
SymbC1.scaffold4160.4,NA
SymbC1.scaffold4162.2,NA
SymbC1.scaffold4169.2,NA
SymbC1.scaffold417.7,NA
SymbC1.scaffold4170.3,NA
SymbC1.scaffold4171.2,NA
SymbC1.scaffold4175.1,NA
SymbC1.scaffold4178.1,NA
SymbC1.scaffold4178.3,NA
SymbC1.scaffold4179.2,NA
SymbC1.scaffold4182.4,NA
SymbC1.scaffold4182.5,NA
SymbC1.scaffold4187.1,NA
SymbC1.scaffold4190.1,NA
SymbC1.scaffold4194.3,NA
SymbC1.scaffold4199.2,NA
SymbC1.scaffold4212.1,NA
SymbC1.scaffold422.6,NA
SymbC1.scaffold4224.4,NA
SymbC1.scaffold4227.2,NA
SymbC1.scaffold4235.3,NA
SymbC1.scaffold4236.3,NA
SymbC1.scaffold424.2,NA
SymbC1.scaffold4240.2,NA
SymbC1.scaffold4242.6,NA
SymbC1.scaffold4243.2,NA
SymbC1.scaffold4244.2,NA
SymbC1.scaffold4249.2,NA
SymbC1.scaffold4255.2,NA
SymbC1.scaffold4263.2,NA
SymbC1.scaffold4264.3,NA
SymbC1.scaffold4264.4,NA
SymbC1.scaffold4264.8,NA
SymbC1.scaffold4265.4,NA
SymbC1.scaffold4267.1,NA
SymbC1.scaffold4267.4,NA
SymbC1.scaffold4269.1,NA
SymbC1.scaffold4270.3,NA
SymbC1.scaffold4274.1,NA
SymbC1.scaffold4274.2,NA
SymbC1.scaffold4275.4,NA
SymbC1.scaffold4277.2,NA
SymbC1.scaffold4277.3,NA
SymbC1.scaffold428.2,NA
SymbC1.scaffold4280.1,NA
SymbC1.scaffold4280.4,NA
SymbC1.scaffold4285.4,NA
SymbC1.scaffold4289.3,NA
SymbC1.scaffold4290.1,NA
SymbC1.scaffold4294.4,NA
SymbC1.scaffold4294.5,NA
SymbC1.scaffold4299.2,NA
SymbC1.scaffold43.9,NA
SymbC1.scaffold4300.2,NA
SymbC1.scaffold4304.3,NA
SymbC1.scaffold4304.4,NA
SymbC1.scaffold4307.1,NA
SymbC1.scaffold4310.1,NA
SymbC1.scaffold4311.3,NA
SymbC1.scaffold4315.1,NA
SymbC1.scaffold4324.1,NA
SymbC1.scaffold4327.1,NA
SymbC1.scaffold4330.3,NA
SymbC1.scaffold4331.4,NA
SymbC1.scaffold4331.6,NA
SymbC1.scaffold4333.2,NA
SymbC1.scaffold4336.11,NA
SymbC1.scaffold4339.5,NA
SymbC1.scaffold434.10,NA
SymbC1.scaffold434.9,NA
SymbC1.scaffold4340.3,NA
SymbC1.scaffold4345.3,NA
SymbC1.scaffold4350.3,NA
SymbC1.scaffold4356.3,NA
SymbC1.scaffold4359.1,NA
SymbC1.scaffold4360.2,NA
SymbC1.scaffold4361.2,NA
SymbC1.scaffold4362.1,NA
SymbC1.scaffold4364.2,NA
SymbC1.scaffold4366.2,NA
SymbC1.scaffold437.1,NA
SymbC1.scaffold437.8,NA
SymbC1.scaffold4371.3,NA
SymbC1.scaffold4381.2,NA
SymbC1.scaffold4382.1,NA
SymbC1.scaffold4385.1,NA
SymbC1.scaffold4389.1,NA
SymbC1.scaffold4389.2,NA
SymbC1.scaffold439.13,NA
SymbC1.scaffold439.14,NA
SymbC1.scaffold439.9,NA
SymbC1.scaffold4390.1,NA
SymbC1.scaffold4396.1,NA
SymbC1.scaffold4398.1,NA
SymbC1.scaffold4399.4,NA
SymbC1.scaffold44.10,NA
SymbC1.scaffold44.18,NA
SymbC1.scaffold44.7,NA
SymbC1.scaffold440.1,NA
SymbC1.scaffold440.5,NA
SymbC1.scaffold4402.8,NA
SymbC1.scaffold4404.3,NA
SymbC1.scaffold4407.3,NA
SymbC1.scaffold4411.2,NA
SymbC1.scaffold4413.1,NA
SymbC1.scaffold4418.2,NA
SymbC1.scaffold4424.1,NA
SymbC1.scaffold4427.3,NA
SymbC1.scaffold4438.1,NA
SymbC1.scaffold444.5,NA
SymbC1.scaffold4442.6,NA
SymbC1.scaffold445.4,NA
SymbC1.scaffold445.6,NA
SymbC1.scaffold4452.3,NA
SymbC1.scaffold4460.2,NA
SymbC1.scaffold4462.4,NA
SymbC1.scaffold4467.1,NA
SymbC1.scaffold4467.2,NA
SymbC1.scaffold4469.4,NA
SymbC1.scaffold4469.5,NA
SymbC1.scaffold4474.1,NA
SymbC1.scaffold4474.6,NA
SymbC1.scaffold4477.2,NA
SymbC1.scaffold4477.3,NA
SymbC1.scaffold448.6,NA
SymbC1.scaffold448.8,NA
SymbC1.scaffold4480.2,NA
SymbC1.scaffold4485.2,NA
SymbC1.scaffold4486.2,NA
SymbC1.scaffold4487.1,NA
SymbC1.scaffold4489.1,NA
SymbC1.scaffold4493.2,NA
SymbC1.scaffold4496.2,NA
SymbC1.scaffold45.1,NA
SymbC1.scaffold45.11,NA
SymbC1.scaffold45.3,NA
SymbC1.scaffold450.1,NA
SymbC1.scaffold450.16,NA
SymbC1.scaffold450.17,NA
SymbC1.scaffold450.5,NA
SymbC1.scaffold4501.2,NA
SymbC1.scaffold4505.2,NA
SymbC1.scaffold4505.3,NA
